permit_number,permit_type,street_number,street_name,street_suffix,description,current_status,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days
200712211161,additions alterations or repairs,278,Granada,Av,"vertical & horiz addition & interior remodel -  accomodate 1 add'l unit. 1 add'l parking space to be added to (e) 1 car garage. changes to the 1/fl incl the add'l of a kitchen, 1 new bathroom & 2 bedrms. change 2/fl incl 1 new bathroom & 2 new bedrms. proposed patio on 1/fl & a deck on 2/fl.",complete,2007-12-21,2008-05-23,2009-04-20,2010-05-23,150000,550000,1 family dwelling,2 family dwelling,wood_frame_5,Oceanview/Merced/Ingleside,94112,1120420214832,San Francisco,CA,TRUE,400000,2008,May,2009,Apr,332,1,154,730
201202274931,additions alterations or repairs,1,Beach,St,tenant improvement; change offices into classrooms; remodel (e) classrooms into offices. including associated change of use.life safety separate,complete,2012-02-27,2012-06-20,2013-03-12,2015-06-05,150000,550000,office,school,wood_frame_5,North Beach,94133,126340956194,San Francisco,CA,TRUE,400000,2012,Jun,2013,Mar,265,1,114,1080
201301087514,additions alterations or repairs,1325,Ocean,Av,extend (e) ground & 2nd floor to the rear per plan (rear addition). (n) 1 story vertical addition over (e) 2-story building to add 1 (n) residential unit.,complete,2013-01-08,2015-07-28,2016-09-16,2018-07-12,150000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Oceanview/Merced/Ingleside,94112,1292730214835,San Francisco,CA,TRUE,450000,2015,Jul,2016,Sep,416,1,931,1080
201806263037,otc alterations permit,2280,Market,St,"tenant improvement ot an existing retail space for a new specialty fitness sutdio, work to include: gond fl, interior non-bearing partitions, millwork & interior finishes, electrical, plumbing & hvac, accoustical treatment for studio space. new fuel/juice bar",complete,2018-06-26,2018-08-29,2019-06-06,2021-08-13,150000,1200000,retail sales,health studios & gym,constr_type_1,Castro/Upper Market,94114,1513529365555,San Francisco,CA,TRUE,1050000,2018,Aug,2019,Jun,281,1,64,1080
9417818S,additions alterations or repairs,18,Lansing,St,horizontal,complete,1994-10-27,1995-03-22,1997-06-26,1998-12-22,150000,2660000,office,artist live/work,constr_type_3,Financial District/South Beach,94105,857460288982,San Francisco,CA,TRUE,2510000,1995,Mar,1997,Jun,827,2,146,1371
200206219682,additions alterations or repairs,2031,19th,Av,vertical & horizontal addition to (e) building as per plans,complete,2002-06-21,2003-06-20,2004-06-29,2005-06-20,150000,527597,1 family dwelling,2 family dwelling,wood_frame_5,Sunset/Parkside,94116,913988127297,San Francisco,CA,TRUE,377597,2003,Jun,2004,Jun,375,1,364,731
201407181637,additions alterations or repairs,723,14th,Av,"renovation on all floors, structural work on ground floor only, no exterior work; maher n/a  nfpa on separate permit.  r-3 to r-2 conversion, legalization of existing unit.",complete,2014-07-18,2015-08-04,2017-05-03,2018-07-19,145000,567000,2 family dwelling,apartments,wood_frame_5,Outer Richmond,94118,1349408108776,San Francisco,CA,TRUE,422000,2015,Aug,2017,May,638,2,382,1080
201407181637,additions alterations or repairs,725,14th,Av,"renovation on all floors, structural work on ground floor only, no exterior work; maher n/a  nfpa on separate permit.  r-3 to r-2 conversion, legalization of existing unit.",complete,2014-07-18,2015-08-04,2017-05-03,2018-07-19,145000,567000,2 family dwelling,apartments,wood_frame_5,Outer Richmond,94118,1349409369989,San Francisco,CA,TRUE,422000,2015,Aug,2017,May,638,2,382,1080
201409166427,otc alterations permit,3251,20th,Av,"new 1900  s.f. burger restaurant with new kitchen, dining, restroom, with porposed patio modification. change of use from m to a2 including mech and elec",complete,2014-09-16,2014-11-13,2015-12-23,2017-10-28,137000,600000,retail sales,food/beverage hndlng,constr_type_2,Lakeshore,94132,1355661226171,San Francisco,CA,TRUE,463000,2014,Nov,2015,Dec,405,1,58,1080
201001275428,otc alterations permit,1035,Market,St,suite #100 - 9010 sq. ft. ground floor t.i. partitions/ toilets/ shampoo bowls; change of use from office to vocational school / salon; mep under separate permit,complete,2010-01-27,2010-01-28,2010-09-20,2013-01-12,130000,980000,office,school,constr_type_3,South of Market,94103,1196221164345,San Francisco,CA,TRUE,850000,2010,Jan,2010,Sep,235,0,1,1080
201507272561,otc alterations permit,2800,3rd,St,"change use from warehouse to greenhouse. new interior partitions & exterior door, new accessible restroom, mechanical & electrical under separate permits. n/a maher ordinance",complete,2015-07-27,2015-08-21,2015-11-18,2018-08-05,105000,600000,"warehouse, furniture",greenhouse,constr_type_2,Potrero Hill,94107,1389838361910,San Francisco,CA,TRUE,495000,2015,Aug,2015,Nov,89,0,25,1080
200004217880,additions alterations or repairs,843,Montgomery,St,convert restaurant space on the absement and ground floor to office space,complete,2000-04-21,2000-10-24,2008-04-09,2002-10-24,100000,700000,office,food/beverage hndlng,constr_type_3,Chinatown,94133,81130961595,San Francisco,CA,TRUE,600000,2000,Oct,2008,Apr,2724,8,186,730
200004217880,additions alterations or repairs,847,Montgomery,St,convert restaurant space on the absement and ground floor to office space,complete,2000-04-21,2000-10-24,2008-04-09,2002-10-24,100000,700000,office,food/beverage hndlng,constr_type_3,Chinatown,94133,81131061594,San Francisco,CA,TRUE,600000,2000,Oct,2008,Apr,2724,8,186,730
200308273195,additions alterations or repairs,69,Clementina,St,revise to bpn #200008299159s wrk under const convert 7 story office bldg to 8 story resid'l condo,complete,2003-08-27,2004-09-29,2006-03-24,2006-09-29,100000,570000,office,apartments,constr_type_2,Financial District/South Beach,94105,954451165610,San Francisco,CA,TRUE,470000,2004,Sep,2006,Mar,541,2,399,730
200406045618,additions alterations or repairs,574,26th,Av,2 story building to be constructed over existing 1 story bldg. 2 story rear addition to existing bldg.,complete,2004-06-04,2006-07-13,2007-12-11,2008-07-13,100000,700000,1 family dwelling,apartments,wood_frame_5,Outer Richmond,94121,981774102556,San Francisco,CA,TRUE,600000,2006,Jul,2007,Dec,516,1,769,731
201709016798,otc alterations permit,901,Tennessee,St,"install soldier piles and frbe board shoring system with temporary railing at sidewalk to accommodate excavation for new basement to 10'-6"" max dept at bottom of excavation. excavate and remove approx 3000 cy yds soil. provide temp de watering system if req. maher",complete,2017-09-01,2017-10-10,2019-04-16,2020-09-24,65000,600000,vacant lot,apartments,wood_frame_5,Potrero Hill,94107,1477324170945,San Francisco,CA,TRUE,535000,2017,Oct,2019,Apr,553,2,39,1080
201305207423,additions alterations or repairs,385,Ivy,St,change of use.  convert 2-unit office to original use of 2-unit residential. install (n) kitchen in each unit. install (n) bathing facilities in each unit.,complete,2013-05-20,2014-01-08,2014-06-24,2016-12-23,64000,546165,office,2 family dwelling,wood_frame_5,Hayes Valley,94102,1305385237226,San Francisco,CA,TRUE,482165,2014,Jan,2014,Jun,167,0,233,1080
201504103363,additions alterations or repairs,2944,21st,St,"proposed, remove commercial unit to accommodate two new res'd unit . (unit#3 & 4.)lowering flr at new res'd unit to accommodate a 2 story unit (unit #3 & 4). car lift for  new parking.  legalization of dwelling unit installed w/o permit per ord #43-14.remodeling & reconfiguration @ unit#2, proposed",complete,2015-04-10,2016-04-29,2019-03-07,2019-04-14,50000,506000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1377724162015,San Francisco,CA,TRUE,456000,2016,Apr,2019,Mar,1042,3,385,1080
201504103363,additions alterations or repairs,2948,21st,St,"proposed, remove commercial unit to accommodate two new res'd unit . (unit#3 & 4.)lowering flr at new res'd unit to accommodate a 2 story unit (unit #3 & 4). car lift for  new parking.  legalization of dwelling unit installed w/o permit per ord #43-14.remodeling & reconfiguration @ unit#2, proposed",complete,2015-04-10,2016-04-29,2019-03-07,2019-04-14,50000,506000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1377725364899,San Francisco,CA,TRUE,456000,2016,Apr,2019,Mar,1042,3,385,1080
201607071733,additions alterations or repairs,1960,Folsom,St,"change of use from industrial storage yard to auto repair. site permit for interior demo, add partition, install carlifts, electrical, plumbing & mechanical work, also accessible parking. restrip parking lot. exterior repair to be submitted as seperate permits.",complete,2016-07-07,2017-03-29,2019-03-21,2023-02-26,50000,2500000,building materials,auto repairs,wood_frame_5,Mission,94103,1429152158016,San Francisco,CA,TRUE,2450000,2017,Mar,2019,Mar,722,2,265,2160
9814560S,additions alterations or repairs,933,Taraval,St,new 2nd & 3rd floors for new 13 dwelling units & commercial,complete,1998-07-30,2000-06-26,2004-02-05,2002-12-26,50000,1280000,"day care, non-res",apartments,constr_type_3,Sunset/Parkside,94116,680150134732,San Francisco,CA,TRUE,1230000,2000,Jun,2004,Feb,1319,4,697,913
201203196331,additions alterations or repairs,260,5th,St,shoring during excavation at site. new construction under separate appln #201106017202,complete,2012-03-19,2012-08-27,2015-02-27,2015-08-12,40000,1776208,office,apartments,constr_type_1,South of Market,94103,1265174364760,San Francisco,CA,TRUE,1736208,2012,Aug,2015,Feb,914,3,161,1080
201301188299,additions alterations or repairs,1800,Van Ness,Av,"new fire alarm system for new construction per app#201202214559.54 smoke detectors, 13 flow/tamper switches,1 heat detector,2 duct detector, 212 horns/strobes.",complete,2013-01-18,2013-02-14,2014-02-20,2016-01-30,30000,600000,vacant lot,apartments,constr_type_1,Russian Hill,94109,129375176454,San Francisco,CA,TRUE,570000,2013,Feb,2014,Feb,371,1,27,1080
9405435S,additions alterations or repairs,346,1st,St,vertical,complete,1994-04-12,1995-03-22,1996-07-24,1998-12-22,25000,2700000,office,artist live/work,wood_frame_5,Financial District/South Beach,94105,857434288478,San Francisco,CA,TRUE,2675000,1995,Mar,1996,Jul,490,1,344,1371
200211151600,additions alterations or repairs,5032,Anza,St,build a new garage in front of (e) bldng. (horiz. & vertical extension),complete,2002-11-15,2005-09-15,2007-04-20,2007-09-15,25000,510000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,928430101862,San Francisco,CA,TRUE,485000,2005,Sep,2007,Apr,582,2,1035,730
200507137525,additions alterations or repairs,74,New Montgomery,St,"convert (e) office bldg to residentail condos, changing occupancy from b to r-1.existing retail to remian @ g/f.demolition of interior non-structural portions.new structural upgrade/shearwall system & foundation.new walls & finishes throughout.new 1 story penthouse addition.bldg.facade to be cleaned",complete,2005-07-13,2006-03-10,2009-05-05,2010-09-10,16000,16000000,office,apartments,constr_type_2,Financial District/South Beach,94105,1022035164496,San Francisco,CA,TRUE,15984000,2006,Mar,2009,May,1152,3,240,1645
201309126618,additions alterations or repairs,618,17th,Av,"rear horizontal & vertical addition, additional unit, addition bathrooms & bedrooms.",complete,2013-09-12,2015-06-29,2018-01-10,2018-06-13,10000,760000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94118,1317309107541,San Francisco,CA,TRUE,750000,2015,Jun,2018,Jan,926,3,655,1080
200405133868,additions alterations or repairs,555,Mission,St,shoring and excavation for new bldg appl 200110130668.,complete,2004-05-13,2006-09-15,2008-05-02,2009-03-15,9000,3800000,parking lot,office,constr_type_1,Financial District/South Beach,94105,979589371778,San Francisco,CA,TRUE,3791000,2006,Sep,2008,May,595,2,855,912
200607106040,additions alterations or repairs,725,Pine,St,"change of use. occupancy classification remaining ""r-1"". remodel tourist hotel 20 rooms to be 22 dwelling units. existing tourist rooms have full kitchens already. p/a on separate app.",complete,2006-07-10,2007-03-20,2007-09-12,2009-03-20,1,750000,tourist hotel/motel,apartments,wood_frame_5,Nob Hill,94108,105904266241,San Francisco,CA,TRUE,749999,2007,Mar,2007,Sep,176,0,253,731
201104295050,additions alterations or repairs,220,Golden Gate,Av,furnish and install a new fire alarm system throughout the entire building. all new panel and devices & smoke control/fire fighter override panel.,complete,2011-04-29,2011-12-07,2012-12-21,2014-11-21,1,604000,tourist hotel/motel,misc group residns.,constr_type_2,Tenderloin,94102,1236828475983,San Francisco,CA,TRUE,603999,2011,Dec,2012,Dec,380,1,222,1080
201311041027,otc alterations permit,1415,Mission,St,revision to 201304224104,complete,2013-11-04,2014-01-03,2016-03-23,2016-12-18,1,512000,vacant lot,apartments,constr_type_1,South of Market,94103,1323040156331,San Francisco,CA,TRUE,511999,2014,Jan,2016,Mar,810,2,60,1080
200011024684,additions alterations or repairs,1475,Mission,St,revise to app #9913152s and app #200005049000s convert 7/f self-storage use to 7/f office use,complete,2000-11-02,2000-11-07,2001-12-03,2002-11-07,1,750000,"warehouse,no frnitur",office,constr_type_2,South of Market,94103,834872156363,San Francisco,CA,TRUE,749999,2000,Nov,2001,Dec,391,1,5,730
9913396S,additions alterations or repairs,3981,Alemany,Blvd,vertical addition add 60 units(ref to ap #9913157s),complete,1999-06-30,1999-11-02,2003-03-13,2003-08-02,1,4500000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,838679387970,San Francisco,CA,TRUE,4499999,1999,Nov,2003,Mar,1227,4,125,1369
9913400S,additions alterations or repairs,3901,Alemany,Blvd,vertical additions add 88 units,complete,1999-06-30,1999-11-02,2003-03-13,2004-05-02,1,6000000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,868840389108,San Francisco,CA,TRUE,5999999,1999,Nov,2003,Mar,1227,4,125,1643
9913398S,additions alterations or repairs,3941,Alemany,Blvd,vertical addition add 59 units,complete,1999-06-30,1999-11-02,2003-03-12,2004-05-02,1,5100000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,868842389111,San Francisco,CA,TRUE,5099999,1999,Nov,2003,Mar,1226,4,125,1643
9913397S,additions alterations or repairs,3961,Alemany,Blvd,vertical addition add 73 units,complete,1999-06-30,1999-11-02,2003-03-13,2004-05-02,1,5700000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,868843389112,San Francisco,CA,TRUE,5699999,1999,Nov,2003,Mar,1227,4,125,1643
9913400S,additions alterations or repairs,8100,Oceanview,Ter,vertical additions add 88 units,complete,1999-06-30,1999-11-02,2003-03-13,2004-05-02,1,6000000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,885800390365,San Francisco,CA,TRUE,5999999,1999,Nov,2003,Mar,1227,4,125,1643
9913398S,additions alterations or repairs,8300,Oceanview,Ter,vertical addition add 59 units,complete,1999-06-30,1999-11-02,2003-03-12,2004-05-02,1,5100000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,885802390367,San Francisco,CA,TRUE,5099999,1999,Nov,2003,Mar,1226,4,125,1643
9913397S,additions alterations or repairs,8400,Oceanview,Ter,vertical addition add 73 units,complete,1999-06-30,1999-11-02,2003-03-13,2004-05-02,1,5700000,retail sales,apartments,wood_frame_5,Oceanview/Merced/Ingleside,94132,885803390368,San Francisco,CA,TRUE,5699999,1999,Nov,2003,Mar,1227,4,125,1643
200207292562,additions alterations or repairs,555,4th,St,rev 12 bldg appn #9825943s thru 9825954 to be constructed as 1 bldg;chnge live work to residential,complete,2002-07-29,2004-08-27,2007-11-08,2010-08-27,1,27000000,artist live/work,apartments,constr_type_1,South of Market,94107,917428382341,San Francisco,CA,TRUE,26999999,2004,Aug,2007,Nov,1168,3,760,2191
